pais,anio,tipo,modifica_otra_ley,¿Criminaliza la expresión?,elimina_criminalizacion,impone_sancion_civil,elimina_sancion_civil,impone_barreras_adicionales_expresion,¿Regula contenido en Internet?,¿Distingue la expresión online de la offline?,¿Regula intermediarios en Internet?,¿Apoyo de la sociedad civil?,¿Limita o promueve el discurso?,objetivo_legitimo,Legalidad,Necesidad,Proporcionalidad,¿Cumple con todos los elementos del test?,objetivo_legitimo_2,objetivo_legitimo_3
ARGENTINA,1997,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,Limita,PROPIEDAD INTELECTUAL,SI,SI,SI,SI,,
ARGENTINA,1998,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,Limita,PROPIEDAD INTELECTUAL,SI,SI,SI,SI,,
ARGENTINA,1999,LEY,SI,NO,NO,SI,NO,SI,NO,NO,NO,,Limita,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
ARGENTINA,2000,LEY,NO,SI,NO,SI,NO,SI,NO,NO,NO,NO,Limita,DATOS PERSONALES,SI,SI,SI,SI,,
ARGENTINA,2001,LEY,NO,NO,NO,SI,NO,NO,NO,NO,NO,,Promueve,LIBERTAD DE EXPRESIÓN,,,,,,
ARGENTINA,2001,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,Limita,SEGURIDAD NACIONAL,NO,SI,NO,NO,,
ARGENTINA,2002,LEY,NO,NO,NO,SI,NO,NO,SI,NO,SI,,Limita,RESPONSABILIDAD DE INTERMEDIARIOS,SI,SI,SI,SI,,
ARGENTINA,2002,LEY,SI,NO,NO,SI,NO,SI,NO,NO,NO,,Limita,LIBERTAD ELECTORAL,SI,SI,SI,SI,,
ARGENTINA,2005,LEY,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,Promueve,LIBERTAD DE EXPRESIÓN,,,,,,
ARGENTINA,2007,LEY,SI,SI,NO,NO,NO,SI,NO,NO,NO,NO,Limita,SEGURIDAD NACIONAL,NO,NO,NO,NO,,
ARGENTINA,2008,LEY,SI,SI,NO,NO,NO,SI,NO,NO,NO,,Limita,DELITOS INFORMÁTICOS,SI,SI,SI,SI,,
ARGENTINA,2009,LEY,SI,NO,SI,SI,NO,SI,NO,NO,NO,SI,Limita,REPUTACIÓN Y HONOR,NO,SI,SI,NO,,
ARGENTINA,2009,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,Limita,DERECHOS DE AUTOR,SI,SI,SI,SI,,
ARGENTINA,2009,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,,Limita/Promueve,LIBERTAD ELECTORAL,SI,SI,SI,SI,,
ARGENTINA,2011,LEY,SI,NO,SI,NO,NO,SI,NO,NO,NO,NO,Limita,SEGURIDAD NACIONAL,NO,NO,NO,NO,,
ARGENTINA,2013,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,Promueve,IGUALDAD Y NO DISCRIMINACIÓN,,,,,,
ARGENTINA,2013,LEY,SI,SI,NO,NO,NO,SI,SI,SI,NO,NO,Limita,PROTECCIÓN DE MENORES,NO,SI,SI,NO,,
ARGENTINA,2013,LEY,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,Promueve,LIBERTAD DE EXPRESIÓN,,,,,,
ARGENTINA,2014,LEY,SI,NO,NO,SI,NO,SI,NO,NO,NO,SI,Limita,REPUTACIÓN Y HONOR,SI,SI,SI,SI,,
ARGENTINA,2014,LEY,SI,NO,NO,SI,NO,SI,NO,NO,NO,,Limita,PRIVACIDAD,NO,SI,SI,NO,,
ARGENTINA,2014,LEY,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,Promueve,NEUTRALIDAD DE LA RED,,,,,,
ARGENTINA,2015,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,Limita,SEGURIDAD NACIONAL,NO,SI,NO,NO,,
ARGENTINA,2016,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,Promueve,ACCESO A LA INFORMACIÓN,,,,,,
ARGENTINA,2016,LEY,SI,NO,NO,NO,NO,NO,NO,NO,NO,,Promueve,LIBERTAD ELECTORAL,,,,,,
ARGENTINA,2018,LEY,SI,SI,NO,NO,NO,SI,SI,NO,NO,,Limita,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
ARGENTINA,2018,LEY,SI,NO,NO,NO,NO,NO,NO,NO,NO,,Limita,LIBERTAD DE PRENSA,,,,,,
CHILE,1874,LEY,NO,SI,NO,SI,SI,SI,NO,NO,NO,,LIMITA,HONOR Y REPUTACIÓN,SI,SI,NO,NO,,
CHILE,1999,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,PROMUEVE,LIBERTAD DE CULTO,SI,SI,SI,SI,,
CHILE,1999,LEY,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,LIMITA/PROMUEVE,PRIVACIDAD,SI,SI,NO,NO,Datos personales,
CHILE,2001,LEY,Si,NO,SI,NO,SI,NO,NO,NO,NO,SI,PROMUEVE,PROMOCIÓN DE LA CULTURA,SI,SI,SI,SI,,
CHILE,2001,LEY,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,PROMUEVE,LIBERTAD DE EXPRESIÓN,SI,SI,SI,SI,,
CHILE,2004,LEY,SI,NO,NO,Si,NO,SI,NO,NO,NO,,LIMITA/PROMUEVE,SEGURIDAD NACIONAL,SI,SI,SI,NO,,
CHILE,2005,LEY,SI,NO,NO,SI,SI,NO,NO,NO,,,LIMITA/PROMUEVE,DESACATO,SI,SI,SI,SI,,
CHILE,2008,LEY,SI,,,,,,,,,SI,PROMUEVE,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
CHILE,2009,LEY,NO,,,,,,,,,SI,LIMITA,SEGURIDAD NACIONAL,SI,SI,SI,SI,Crímines de Lesa Humanidad,Discurso de odio
CHILE,2010,LEY,NO,SI,NO,SI,NO,SI,,,,SI,LIMITA/PROMUEVE,TELECOMUNICACIONES Y CONVERGENCIA,SI,SI,NO,NO,,
CHILE,2010,LEY,NO,NO,NO,SI,NO,NO,SI,NO,SI,SI,PROMUEVE,NEUTRALIDAD DE LA RED,SI,SI,SI,SI,,
CHILE,2010,LEY,SI,NO,NO,SI,SI,NO,SI,NO,NO,SI,PROMUEVE,DERECHOS DE AUTOR,SI,SI,SI,SI,,
CHILE,2011,LEY,SI,SI,NO,SI,NO,SI,SI,SI,NO,SI,LIMITA/PROMUEVE,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
CHILE,2012,LEY,SI,NO,NO,SI,NO,SI,NO,NO,NO,SI,LIMITA/PROMUEVE,IGUALDAD Y NO DISCRIMINACIÓN,SI,SI,SI,SI,,
CHILE,2014,LEY,SI,,,,,,,,,NO,LIMITA/PROMUEVE,REGULACIÓN DE MEDIOS,SI,SI,SI,SI,,
CHILE,2018,LEY,SI,,,,,,NO,NO,NO,,PROMUEVE,REGULACIÓN DE MEDIOS,SI,SI,SI,SI,,
CHILE,2018,LEY,SI,NO,NO,SI,NO,SI,NO,NO,NO,SI,LIMITA,DATOS PERSONALES,SI,SI,SI,SI,,
COLOMBIA,1997,LEY,SI,SI,NO,NO,NO,NO,SI,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
COLOMBIA,1997,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,PROMUEVE,DISCAPACIDAD,,,,,Igualdad y no discriminación,
COLOMBIA,1997,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,NO,NO,NO,,
COLOMBIA,1998,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,PROPIEDAD INTELECTUAL,SI,SI,SI,SI,,
COLOMBIA,1999,LEY,NO,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,,SI,SI,SI,SI,,
COLOMBIA,1999,LEY,NO,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,REPUTACIÓN Y HONOR,SI,SI,NO,NO,,
COLOMBIA,1999,LEY,NO,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,SI,SI,SI,,
COLOMBIA,1999,LEY,NO,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,SI,SI,SI,,
COLOMBIA,1999,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,NO,NO,NO,,
COLOMBIA,1999,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ADMINISTRACIÓN DE JUSTICIA,SI,SI,SI,SI,,
COLOMBIA,1999,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ADMINISTRACIÓN DE JUSTICIA,SI,SI,SI,SI,,
COLOMBIA,1999,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ADMINISTRACIÓN DE JUSTICIA,SI,SI,SI,SI,,
COLOMBIA,1999,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ADMINISTRACIÓN DE JUSTICIA,SI,SI,SI,SI,,
COLOMBIA,1999,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ADMINISTRACIÓN DE JUSTICIA,SI,SI,SI,SI,,
COLOMBIA,1999,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,PRIVACIDAD,SI,SI,SI,SI,,
COLOMBIA,1999,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,,LIMITA,DERECHOS DE AUTOR,SI,SI,NO,NO,,
COLOMBIA,2000,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,,LIMITA,DERECHOS DE AUTOR,SI,SI,NO,NO,,
COLOMBIA,2000,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,,,,,,
COLOMBIA,2000,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,,,,,,
COLOMBIA,2000,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,NO,NO,NO,,
COLOMBIA,2000,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,APOLOGÍA,SI,SI,SI,SI,,
COLOMBIA,2000,LEY,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,,,,,,
COLOMBIA,2000,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,SI,SI,SI,,
COLOMBIA,2000,LEY,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,,,,,,
COLOMBIA,2000,LEY,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,,,,,,
COLOMBIA,2000,LEY,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,,,,,,
COLOMBIA,2000,LEY,SI,NO,NO,NO,NO,NO,SI,NO,NO,,PROMUEVE,REGULACIÓN DE MEDIOS,,,,,,
COLOMBIA,2000,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,REGULACIÓN DE MEDIOS,NO,SI,NO,NO,,
COLOMBIA,2000,LEY,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE CULTO,,,,,,
COLOMBIA,2000,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,LIBERTAD DE CULTO,NO,SI,NO,NO,,
COLOMBIA,2000,LEY,SI,SI,NO,NO,NO,NO,SI,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
COLOMBIA,2000,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,REPUTACIÓN Y HONOR,SI,NO,NO,NO,,
COLOMBIA,2000,LEY,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,,,,,,
COLOMBIA,2000,LEY,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE REUNIÓN Y ASOCIACIÓN,,,,,,
COLOMBIA,2000,LEY,SI,SI,NO,NO,NO,NO,SI,NO,NO,,LIMITA,DERECHOS DE AUTOR,SI,SI,NO,NO,,
COLOMBIA,2000,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,SI,SI,SI,,
COLOMBIA,2000,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,PROPIEDAD INTELECTUAL,SI,SI,SI,SI,,
COLOMBIA,2000,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,SI,SI,SI,,
COLOMBIA,2000,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,SI,SI,SI,,
COLOMBIA,2000,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,SI,SI,SI,,
COLOMBIA,2000,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,ADMINISTRACIÓN DE JUSTICIA,SI,SI,SI,SI,,
COLOMBIA,2000,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,SI,SI,SI,,
COLOMBIA,2000,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,NO,NO,NO,MORAL PÚBLICA,
COLOMBIA,2001,LEY,NO,NO,NO,NO,NO,SI,SI,SI,SI,,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
COLOMBIA,2001,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
COLOMBIA,2001,LEY,SI,SI,NO,NO,NO,NO,SI,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
COLOMBIA,2001,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,,SI,NO,NO,NO,,
COLOMBIA,2001,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,REGULACIÓN DE MEDIOS,SI,SI,SI,SI,,
COLOMBIA,2001,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,REGULACIÓN DE MEDIOS,,,,,,
COLOMBIA,2002,LEY,SI,SI,NO,SI,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,,,,,,
COLOMBIA,2002,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,REPUTACIÓN Y HONOR,SI,SI,SI,SI,,
COLOMBIA,2003,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,PROMOCIÓN DE LA CULTURA,,,,,,
COLOMBIA,2003,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,SI,NO,NO,REPUTACIÓN Y HONOR,
COLOMBIA,2003,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ADMINISTRACIÓN DE JUSTICIA,SI,SI,SI,SI,,
COLOMBIA,2004,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,LIBERTAD DE EXPRESIÓN,SI,NO,NO,NO,,
COLOMBIA,2004,LEY,SI,NO,NO,NO,NO,SI,SI,NO,NO,,LIMITA,SEGURIDAD NACIONAL,NO,SI,NO,NO,ORDEN PÚBLICO,
COLOMBIA,2005,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,DISCAPACIDAD,,,,,Igualdad y no discriminación,
COLOMBIA,2006,LEY,NO,NO,NO,NO,NO,SI,SI,NO,NO,,LIMITA,ACOSO LABORAL,NO,SI,SI,NO,,
COLOMBIA,2006,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,NO,SI,NO,NO,REPUTACIÓN Y HONOR,
COLOMBIA,2006,LEY,SI,NO,NO,NO,NO,SI,SI,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
COLOMBIA,2006,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,SI,NO,NO,NO,,
COLOMBIA,2006,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
COLOMBIA,2006,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
COLOMBIA,2006,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
COLOMBIA,2006,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
COLOMBIA,2006,LEY,NO,NO,NO,NO,NO,SI,SI,NO,NO,,LIMITA,SALUD PÚBLICA,SI,SI,SI,SI,,
COLOMBIA,2007,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,MORAL PÚBLICA,SI,NO,NO,NO,Administración de Justicia,
COLOMBIA,2007,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ADMINISTRACIÓN DE JUSTICIA,SI,SI,SI,SI,,
COLOMBIA,2007,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,,,,,,
COLOMBIA,2007,LEY,NO,NO,NO,NO,NO,SI,SI,NO,NO,,LIMITA,PROPIEDAD INTELECTUAL,SI,SI,SI,SI,,
COLOMBIA,2007,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,DERECHOS DE AUTOR,SI,SI,SI,SI,,
COLOMBIA,2007,LEY,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,LIMITA,DERECHOS DE AUTOR,SI,SI,NO,NO,,
COLOMBIA,2007,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,DERECHOS DE AUTOR,SI,SI,SI,SI,,
COLOMBIA,2007,LEY,NO,NO,NO,NO,NO,SI,SI,NO,SI,NO,LIMITA,DERECHOS DE AUTOR,SI,NO,NO,NO,,
COLOMBIA,2007,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,,,,,,
COLOMBIA,2008,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ADMINISTRACIÓN DE JUSTICIA,SI,SI,NO,NO,,
COLOMBIA,2008,LEY,NO,NO,NO,NO,NO,SI,SI,NO,NO,,LIMITA,DATOS PERSONALES,SI,SI,SI,SI,,
COLOMBIA,2009,LEY,SI,NO,NO,NO,NO,NO,SI,SI,NO,,PROMUEVE,DELITOS INFORMÁTICOS,,,,,,
COLOMBIA,2009,LEY,SI,SI,NO,NO,NO,NO,SI,NO,NO,,LIMITA,DATOS PERSONALES,NO,SI,NO,NO,,
COLOMBIA,2009,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,SI,SI,SI,,
COLOMBIA,2009,LEY,SI,NO,SI,NO,NO,NO,NO,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,,,,,,
COLOMBIA,2009,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,SI,SI,SI,,
COLOMBIA,2009,LEY,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,DISCAPACIDAD,,,,,,
COLOMBIA,2009,LEY,SI,SI,NO,NO,NO,SI,SI,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
COLOMBIA,2009,LEY,NO,NO,NO,SI,NO,NO,NO,NO,NO,,LIMITA,SALUD PÚBLICA,SI,SI,SI,SI,,
COLOMBIA,2009,LEY,SI,NO,NO,NO,NO,SI,SI,SI,SI,,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
COLOMBIA,2009,LEY,SI,SI,NO,NO,NO,SI,SI,NO,NO,,LIMITA,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
COLOMBIA,2009,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,DISCAPACIDAD,,,,,,
COLOMBIA,2009,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ORDEN PÚBLICO,NO,SI,SI,NO,,
COLOMBIA,2009,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ORDEN PÚBLICO,SI,SI,SI,SI,,
COLOMBIA,2010,LEY,NO,NO,NO,NO,NO,NO,SI,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,,,,,,
COLOMBIA,2010,LEY,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,DERECHOS DE AUTOR,,,,,,
COLOMBIA,2010,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,REPUTACIÓN Y HONOR,SI,NO,NO,NO,,
COLOMBIA,2010,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,SI,SI,SI,,
COLOMBIA,2010,LEY,SI,SI,NO,NO,NO,NO,NO,NO,NO,,LIMITA,SEGURIDAD NACIONAL,SI,SI,SI,SI,,
COLOMBIA,2010,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ORDEN PÚBLICO,SI,SI,SI,SI,Seguridad Nacional,Acceso a la información
COLOMBIA,2010,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ADMINISTRACIÓN DE JUSTICIA,SI,SI,SI,SI,,
COLOMBIA,2010,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ADMINISTRACIÓN DE JUSTICIA,SI,SI,SI,SI,,
COLOMBIA,2010,LEY,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,,,,,,
COLOMBIA,2011,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ORDEN PÚBLICO,SI,SI,SI,SI,Derechos de terceros,
COLOMBIA,2011,LEY,SI,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,ACCESO A LA INFORMACIÓN,,,,,,
COLOMBIA,2011,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ACCESO A LA INFORMACIÓN,SI,NO,NO,NO,,
COLOMBIA,2011,LEY,NO,NO,NO,SI,NO,SI,NO,NO,NO,,LIMITA,DERECHOS DEL CONSUMIDOR,SI,SI,SI,SI,,
COLOMBIA,2011,LEY,SI,SI,NO,NO,NO,NO,SI,NO,NO,,LIMITA,DISCURSO DE ODIO,SI,SI,SI,SI,,
COLOMBIA,2011,LEY,SI,SI,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ORDEN PÚBLICO,NO,SI,NO,NO,SEGURIDAD PÚBLICA,
COLOMBIA,2011,LEY,SI,SI,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ORDEN PÚBLICO,NO,SI,NO,NO,SEGURIDAD PÚBLICA,
COLOMBIA,2011,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,ORDEN PÚBLICO,NO,SI,SI,NO,,
COLOMBIA,2011,LEY,SI,SI,NO,NO,NO,NO,SI,NO,NO,,LIMITA,IGUALDAD Y NO DISCRIMINACIÓN,SI,SI,SI,SI,,
COLOMBIA,2012,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,DERECHOS DE AUTOR,SI,SI,SI,SI,,
COLOMBIA,2012,LEY,NO,NO,NO,NO,NO,SI,NO,NO,NO,,LIMITA,DATOS PERSONALES,SI,SI,SI,SI,,
COLOMBIA,2012,LEY,SI,NO,NO,NO,NO,SI,SI,NO,NO,NO,LIMITA,DERECHOS DE AUTOR,SI,SI,NO,NO,,
COLOMBIA,2013,LEY,NO,NO,NO,NO,NO,NO,SI,NO,NO,,PROMUEVE,DISCAPACIDAD,,,,,,
ECUADOR,1997,LEY,SI,NO,NO,NO,NO,NO,SI,NO,NO,NO,Promueve,LIBERTAD DE EXPRESIÓN,,,,,,
ECUADOR,1998,LEY,SI,NO,NO,NO,NO,NO,SI,NO,NO,SI,Limita/Promueve,IGUALDAD Y NO DISCRIMINACIÓN,SI,SI,SI,SI,,
ECUADOR,1998,LEY,SI,NO,NO,NO,NO,NO,SI,SI,NO,NO,Limita/Promueve,DERECHOS DE AUTOR,SI,SI,NO,NO,,
ECUADOR,2002,LEY,,NO,NO,NO,NO,NO,NO,NO,NO,SI,Promueve,ACCESO A LA INFORMACIÓN,SI,SI,SI,SI,,
ECUADOR,2003,LEY,SI,NO,NO,NO,NO,NO,SI,NO,NO,SI,Limita/Promueve,PROTECCIÓN DE MENORES,SI,SI,SI,SI,,
ECUADOR,2006,LEY,SI,NO,NO,NO,NO,NO,SI,SI,NO,NO,Limita/Promueve,DERECHOS DE AUTOR,SI,SI,NO,NO,,
ECUADOR,2008,LEY,SI,NO,NO,NO,NO,SI,SI,SI,NO,SI,Limita/Promueve,PRIVACIDAD,SI,NO,NO,NO,,
ECUADOR,2009,LEY,SI,SI,NO,SI,NO,SI,SI,NO,NO,NO,Limita,DISCURSO DE ODIO,SI,SI,SI,SI,,
ECUADOR,2009,LEY,SI,NO,NO,SI,NO,NO,SI,NO,SI,NO,Limita,MORAL PÚBLICA,SI,SI,NO,NO,,
ECUADOR,2013,LEY,SI,NO,NO,SI,NO,SI,SI,SI,SI,NO,Limita,REPUTACIÓN Y HONOR,SI,NO,NO,NO,,
ECUADOR,2014,LEY,SI,NO,NO,SI,NO,SI,SI,SI,SI,NO,Limita,REPUTACIÓN Y HONOR,NO,SI,NO,NO,,
ECUADOR,2014,LEY,SI,SI,SI,NO,SI,SI,SI,SI,NO,,Limita,REPUTACIÓN Y HONOR,SI,SI,NO,NO,,
ECUADOR,2015,LEY,SI,NO,NO,SI,NO,SI,SI,SI,NO,NO,Limita,DERECHOS DE AUTOR,SI,SI,NO,NO,,
ECUADOR,2016,LEY,SI,NO,NO,SI,NO,SI,SI,SI,NO,NO,Limita,DERECHOS DE AUTOR,SI,SI,NO,NO,,
GUATEMALA,1966,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,,PROMUEVE,LIBERTAD DE EXPRESIÓN,SI,SI,SI,SI,,
GUATEMALA,1985,LEY,SI,NO,NO,NO,NO,NO,SI,SI,NO,SI,LIMITA,LIBERTAD ELECTORAL,SI,SI,SI,SI,Publicidad oficial,
GUATEMALA,1997,LEY,NO,NO,NO,NO,NO,NO,NO,NO,NO,,LIMITA/PROMUEVE,PROMOCIÓN DE LA CULTURA,SI,SI,SI,SI,,
GUATEMALA,1998,LEY,SI,SI,NO,SI,NO,SI,NO,NO,NO,SI,LIMITA,DERECHOS DE AUTOR,SI,SI,SI,SI,,
GUATEMALA,2000,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,SI,LIMITA,PROPIEDAD INTELECTUAL,SI,SI,SI,SI,,
GUATEMALA,2001,LEY,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,LIMITA,LIBERTAD DE EXPRESIÓN,SI,NO,NO,NO,,
